page_id	baseline_chars	visual_status	quality_class	needs_close_transcription	text_source	review_pdf
chunk_006:p0029	1191	text_present	usable	false	baseline_ocr_retained	chunk_006__p0001-0040.pdf
chunk_006:p0030	908	text_present	usable	false	baseline_ocr_retained	chunk_006__p0001-0040.pdf
chunk_006:p0031	1219	text_present	usable	false	baseline_ocr_retained	chunk_006__p0001-0040.pdf
chunk_006:p0032	1136	text_present	usable	false	baseline_ocr_retained	chunk_006__p0001-0040.pdf
chunk_006:p0033	1120	text_present	usable	false	baseline_ocr_retained	chunk_006__p0001-0040.pdf
chunk_006:p0034	1067	text_present	usable	false	baseline_ocr_retained	chunk_006__p0001-0040.pdf
chunk_006:p0035	1689	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0001-0040.pdf
chunk_006:p0036	1039	text_present	usable	false	baseline_ocr_retained	chunk_006__p0001-0040.pdf
chunk_006:p0037	1065	text_present	usable	false	baseline_ocr_retained	chunk_006__p0001-0040.pdf
chunk_006:p0038	1074	text_present	usable	false	baseline_ocr_retained	chunk_006__p0001-0040.pdf
chunk_006:p0039	579	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0001-0040.pdf
chunk_006:p0040	0	blank_confirmed	blank	false	blank	chunk_006__p0001-0040.pdf
chunk_006:p0041	1134	text_present	usable	false	baseline_ocr_retained	chunk_006__p0041-0080.pdf
chunk_006:p0042	1510	text_present	usable	false	baseline_ocr_retained	chunk_006__p0041-0080.pdf
chunk_006:p0043	1539	text_present	usable	false	baseline_ocr_retained	chunk_006__p0041-0080.pdf
chunk_006:p0044	1055	text_present	usable	false	baseline_ocr_retained	chunk_006__p0041-0080.pdf
chunk_006:p0045	1014	text_present	usable	false	baseline_ocr_retained	chunk_006__p0041-0080.pdf
chunk_006:p0046	1277	text_present	usable	false	baseline_ocr_retained	chunk_006__p0041-0080.pdf
chunk_006:p0047	1057	text_present	usable	false	baseline_ocr_retained	chunk_006__p0041-0080.pdf
chunk_006:p0048	996	text_present	usable	false	baseline_ocr_retained	chunk_006__p0041-0080.pdf
chunk_006:p0049	1011	text_present	usable	false	baseline_ocr_retained	chunk_006__p0041-0080.pdf
chunk_006:p0050	975	text_present	usable	false	baseline_ocr_retained	chunk_006__p0041-0080.pdf
chunk_006:p0051	1197	text_present	usable	false	baseline_ocr_retained	chunk_006__p0041-0080.pdf
chunk_006:p0052	997	text_present	usable	false	baseline_ocr_retained	chunk_006__p0041-0080.pdf
chunk_006:p0053	885	text_present	usable	false	baseline_ocr_retained	chunk_006__p0041-0080.pdf
chunk_006:p0054	0	blank_confirmed	blank	false	blank	chunk_006__p0041-0080.pdf
chunk_006:p0055	0	blank_confirmed	blank	false	blank	chunk_006__p0041-0080.pdf
chunk_006:p0056	1101	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0041-0080.pdf
chunk_006:p0057	657	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_006__p0041-0080.pdf
chunk_006:p0058	0	blank_confirmed	blank	false	blank	chunk_006__p0041-0080.pdf
chunk_006:p0059	659	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0041-0080.pdf
chunk_006:p0060	483	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_006__p0041-0080.pdf
chunk_006:p0061	0	blank_confirmed	blank	false	blank	chunk_006__p0041-0080.pdf
chunk_006:p0062	1080	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0041-0080.pdf
chunk_006:p0063	1089	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0041-0080.pdf
chunk_006:p0064	1222	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0041-0080.pdf
chunk_006:p0065	1322	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0041-0080.pdf
chunk_006:p0066	634	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_006__p0041-0080.pdf
chunk_006:p0067	1295	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0041-0080.pdf
chunk_006:p0068	1014	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0041-0080.pdf
chunk_006:p0069	596	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_006__p0041-0080.pdf
chunk_006:p0070	455	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_006__p0041-0080.pdf
chunk_006:p0071	829	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0041-0080.pdf
chunk_006:p0072	35	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_006__p0041-0080.pdf
chunk_006:p0073	291	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_006__p0041-0080.pdf
chunk_006:p0074	630	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_006__p0041-0080.pdf
chunk_006:p0075	0	blank_confirmed	blank	false	blank	chunk_006__p0041-0080.pdf
chunk_006:p0076	0	blank_confirmed	blank	false	blank	chunk_006__p0041-0080.pdf
chunk_006:p0077	1140	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0041-0080.pdf
chunk_006:p0078	1330	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0041-0080.pdf
chunk_006:p0079	2197	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0041-0080.pdf
chunk_006:p0080	1637	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0041-0080.pdf
chunk_006:p0081	234	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_006__p0081-0120.pdf
chunk_006:p0082	1757	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0081-0120.pdf
chunk_006:p0083	10	text_present	verified_short_text	false	baseline_ocr_retained	chunk_006__p0081-0120.pdf
chunk_006:p0084	0	blank_confirmed	blank	false	blank	chunk_006__p0081-0120.pdf
chunk_006:p0085	94	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_006__p0081-0120.pdf
chunk_006:p0086	1551	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0081-0120.pdf
chunk_006:p0087	889	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0081-0120.pdf
chunk_006:p0088	1122	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0081-0120.pdf
chunk_006:p0089	527	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_006__p0081-0120.pdf
chunk_006:p0090	0	blank_confirmed	blank	false	blank	chunk_006__p0081-0120.pdf
chunk_006:p0091	745	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0081-0120.pdf
chunk_006:p0092	0	false_empty_recovered	manual_recovery	true	empty_ocr_visual_review.jsonl	chunk_006__p0081-0120.pdf
chunk_006:p0093	0	minimal_mark_only	minimal_mark_only	false	visual_note	chunk_006__p0081-0120.pdf
chunk_006:p0094	869	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0081-0120.pdf
chunk_006:p0095	1016	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_006__p0081-0120.pdf
chunk_006:p0096	26	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_006__p0081-0120.pdf
chunk_006:p0097	0	blank_confirmed	blank	false	blank	chunk_006__p0081-0120.pdf
chunk_006:p0098	896	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0081-0120.pdf
chunk_006:p0099	1194	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0081-0120.pdf
chunk_006:p0100	484	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_006__p0081-0120.pdf
chunk_006:p0101	0	blank_confirmed	blank	false	blank	chunk_006__p0081-0120.pdf
chunk_006:p0102	686	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0081-0120.pdf
chunk_006:p0103	769	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0081-0120.pdf
chunk_006:p0104	6	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_006__p0081-0120.pdf
chunk_006:p0105	2037	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_006__p0081-0120.pdf
chunk_006:p0106	119	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_006__p0081-0120.pdf
chunk_006:p0107	0	blank_confirmed	blank	false	blank	chunk_006__p0081-0120.pdf
chunk_006:p0108	579	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0081-0120.pdf
chunk_006:p0109	863	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0081-0120.pdf
chunk_006:p0110	109	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_006__p0081-0120.pdf
chunk_006:p0111	427	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_006__p0081-0120.pdf
chunk_006:p0112	0	blank_confirmed	blank	false	blank	chunk_006__p0081-0120.pdf
chunk_006:p0113	903	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0081-0120.pdf
chunk_006:p0114	1749	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0081-0120.pdf
chunk_006:p0115	1584	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0081-0120.pdf
chunk_006:p0116	1491	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0081-0120.pdf
chunk_006:p0117	681	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0081-0120.pdf
chunk_006:p0118	0	blank_confirmed	blank	false	blank	chunk_006__p0081-0120.pdf
chunk_006:p0119	831	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0081-0120.pdf
chunk_006:p0120	369	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_006__p0081-0120.pdf
chunk_006:p0121	0	blank_confirmed	blank	false	blank	chunk_006__p0121-0160.pdf
chunk_006:p0122	937	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0121-0160.pdf
chunk_006:p0123	836	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0121-0160.pdf
chunk_006:p0124	905	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0121-0160.pdf
chunk_006:p0125	791	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0121-0160.pdf
chunk_006:p0126	347	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_006__p0121-0160.pdf
chunk_006:p0127	0	blank_confirmed	blank	false	blank	chunk_006__p0121-0160.pdf
chunk_006:p0128	1683	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0121-0160.pdf
chunk_006:p0129	1176	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0121-0160.pdf
chunk_006:p0130	1513	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0121-0160.pdf
chunk_006:p0131	1808	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0121-0160.pdf
chunk_006:p0132	1321	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0121-0160.pdf
chunk_006:p0133	970	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0121-0160.pdf
chunk_006:p0134	625	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0121-0160.pdf
chunk_006:p0135	761	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0121-0160.pdf
chunk_006:p0136	1192	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0121-0160.pdf
chunk_006:p0137	1336	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0121-0160.pdf
chunk_006:p0138	514	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_006__p0121-0160.pdf
chunk_006:p0139	0	blank_confirmed	blank	false	blank	chunk_006__p0121-0160.pdf
chunk_006:p0140	571	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_006__p0121-0160.pdf
chunk_006:p0141	263	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_006__p0121-0160.pdf
chunk_006:p0142	0	blank_confirmed	blank	false	blank	chunk_006__p0121-0160.pdf
chunk_006:p0143	637	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0121-0160.pdf
chunk_006:p0144	1323	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0121-0160.pdf
chunk_006:p0145	558	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0121-0160.pdf
chunk_006:p0146	0	blank_confirmed	blank	false	blank	chunk_006__p0121-0160.pdf
chunk_006:p0147	1547	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_006__p0121-0160.pdf
chunk_006:p0148	1939	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0121-0160.pdf
chunk_006:p0149	1068	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0121-0160.pdf
chunk_006:p0150	1312	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0121-0160.pdf
chunk_006:p0151	1190	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0121-0160.pdf
chunk_006:p0152	1115	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0121-0160.pdf
chunk_006:p0153	613	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0121-0160.pdf
chunk_006:p0154	146	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_006__p0121-0160.pdf
chunk_006:p0155	4	minimal_mark_only	minimal_mark_only	false	visual_note	chunk_006__p0121-0160.pdf
chunk_006:p0156	623	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0121-0160.pdf
chunk_006:p0157	1058	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0121-0160.pdf
chunk_006:p0158	97	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_006__p0121-0160.pdf
chunk_006:p0159	331	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_006__p0121-0160.pdf
chunk_006:p0160	399	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_006__p0121-0160.pdf
chunk_006:p0161	88	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_006__p0161-0180.pdf
chunk_006:p0162	565	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0161-0180.pdf
chunk_006:p0163	1461	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0161-0180.pdf
chunk_006:p0164	132	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_006__p0161-0180.pdf
chunk_006:p0165	61	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_006__p0161-0180.pdf
chunk_006:p0166	1096	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_006__p0161-0180.pdf
chunk_006:p0167	1553	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0161-0180.pdf
chunk_006:p0168	439	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_006__p0161-0180.pdf
chunk_006:p0169	13	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_006__p0161-0180.pdf
chunk_006:p0170	460	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0161-0180.pdf
chunk_006:p0171	632	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0161-0180.pdf
chunk_006:p0172	603	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0161-0180.pdf
chunk_006:p0173	403	text_present	high_noise_flagged	true	baseline_ocr_retained	chunk_006__p0161-0180.pdf
chunk_006:p0174	0	blank_confirmed	blank	false	blank	chunk_006__p0161-0180.pdf
chunk_006:p0175	52	text_present	verified_short_text	false	baseline_ocr_retained	chunk_006__p0161-0180.pdf
chunk_006:p0176	0	false_empty_recovered	manual_recovery	true	empty_ocr_visual_review.jsonl	chunk_006__p0161-0180.pdf
chunk_006:p0177	0	blank_confirmed	blank	false	blank	chunk_006__p0161-0180.pdf
chunk_006:p0178	864	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0161-0180.pdf
chunk_006:p0179	664	text_present	usable_with_noise	false	baseline_ocr_retained	chunk_006__p0161-0180.pdf
chunk_006:p0180	0	false_empty_recovered	manual_recovery	true	empty_ocr_visual_review.jsonl	chunk_006__p0161-0180.pdf
